license_number,application_number,business_name,my_business_name_sixletters,license_type,all_packets_submitted_dt,application_fee,lic_fee_amount,dbe,cnb_dt_of_final_licensure,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_address_2,business_city,business_state,business_zipcode,my_business_zipcode,,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,dph_rmd_number,name_of_rmd,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zip_code,establishment_county,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,dba_name,dba_registration_city,cooperative_total_canopy,cooperative_cultivation,cultivation_tier,establishment_activities,establishment_cultivation,app_create_date,my_longitude,latitude,my_latitude,longitude,disability_owned_business,lesbian_gay_bisexual_and_transgender_owned_business,minority_owned_business,veteran_owned_business,woman_owned_business,not_a_dbe,county_geocoded_column_1
MP281308,MPN281308,Patriot Care Corp,Patrio,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,1/24/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,170 Lincoln Street,,Lowell,MA,1852,01852,,321 Billerica Road,,Chelmsford,MA,1824,"005 (Lowell), 009 (Boston), 036 (Greenfield)",Patriot Care Corp,170 Lincoln Street,,Lowell,MA,1852,,"38,890",36,Yes,463348302,Patriot Care Corp,Lowell,,,,,,4/19/2018 0:00,-71.31705126,(-71.31705126299994,42.62830309,42.62830309200007),,,,,,1,
MR281337,MRN281337,"Hope Heal Health, Inc.",Hope H,Marijuana Retailer,,300,"5,000",Not a DBE,12/19/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,100 Summer Street,,Boston,MA,2110,02110,,1 West St,,Fall River,MA,2720,PCR Only,"Cresco HHH, LLC",1 West Street,,Fall River,MA,2720,,"135,763",9,Yes,1350877,Sunnyside,Fall River,,,,,,4/26/2018 0:00,-71.1455359,(-71.14553589899998,41.72759425,41.72759425400005),,,,,,1,
MR281281,MRN281281,"Team Green, LLC",Team G,Marijuana Retailer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,1292 Blue Hill Ave,,Mattapan,MA,2126,02126,,476 Canton Street,,Stoughton,MA,2072,,,1292 Blue Hill Avenue,,Boston,MA,2126,,"1,300",14,Yes,1321783,Green Life,Boston,,,,,,4/19/2018 0:00,-71.09268121,(-71.09268120999997,42.27945734,42.279457335000075),,,,,,1,
MR281332,MRN281332,"Ashli's, Inc.",Ashli',Marijuana Retailer,,300,"5,000",Veteran-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,70 Frank Mossberg Dr.,,Attleboro,MA,2703,02703,,81 West St.,Suite 2112,Attleboro,MA,2703,,"The Leonard J Irving Center, Inc.",70 Frank Mossberg Dr.,,Attleboro,MA,2703,,"5,800",14,Yes,1325930,,,,,,,,4/26/2018 0:00,-71.32468852,(-71.32468851799996,41.91965647,41.91965647100005),,,,1,1,,
MB281535,MBN281535,FOURTWENTY INDUSTRIES CO.,FOURTW,Marijuana Microbusiness,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,3 Foundry Industrial Park,a/k/a 49.1 Marshall Road,Lowell,MA,1852,01852,,25 Eastland Terrace,,Haverhill,MA,1830,,,3 Foundry Industrial Park,a/k/a 49.1 Marshall Road,Lowell,MA,1852,,"12,000",30,Yes,1250707,,,,,,Both Cultivating and Manufacturing,Indoor,1/8/2019 0:00,-71.31422673,(-71.31422673099996,42.62359123,42.623591228000066),,,,,,1,
MB281402,MBN281402,Freshly Baked Company,Freshl,Marijuana Microbusiness,,300,"2,500",Veteran-Owned Business | Minority-Owned Business,1/14/2021 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,144 W. Britannia St,,Taunton,MA,2780,02780,,144 W. Britannia St,,Taunton,MA,2780,,,144 W. Britannia St,,Taunton,MA,2780,,800,110,Yes,1329980,,,,,,Manufacturing,Indoor,5/30/2018 0:00,-71.10119957,(-71.10119957099994,41.91805444,41.91805443800007),,,1,1,,,
MR281275,MRN281275,"Alchemy League, Inc",Alchem,Marijuana Retailer,,300,0,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business | Woman-Owned Business",,PROVISIONAL CONSIDERATION,ECONOMIC EMPOWERMENT,APPROVED,1,12 Marcella St,,Roxbury,MA,2119,02119,,12 Marcella St,,Roxbury,MA,2119,,,1 Cabot st,,Holyoke,MA,1013,,"4,000",5,Yes,1313966,,,,,,,,4/19/2018 0:00,-72.60216835,(-72.60216834599998,42.19663697,42.19663696500004),,1,1,1,1,,
MT281556,MTN281556,"MMM Transport, Inc.",MMM Tr,Third Party Marijuana Transporter,,"1,500","5,000",Woman-Owned Business | Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,376 Easthampton Road,,Northampton,MA,1060,01060,,376 Easthampton Road,,Northampton,MA,1060,n/a,n/a,376 Easthampton Road,,Northampton,MA,1060,,"2,000",7,Yes,1439156,n/a,Northampton,,,,,,5/19/2020 0:00,-72.6565912,(-72.65659120499998,42.29702488,42.29702488200007),,,1,,1,,
MR281274,MRN281274,"Caroline's Cannabis, LLC",Caroli,Marijuana Retailer,,300,"5,000",Woman-Owned Business,2/7/2019 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,640 Douglas Street,,Uxbridge,MA,1569,01569,,P.O. Box 175,,Douglas,MA,1516,,,640 Douglas Street,,Uxbridge,MA,1569,,400,9,Yes,1284542,"Caroline's Cannabis, LLC",Uxbridge,,,,,,4/19/2018 0:00,-71.66946142,(-71.66946142499995,42.06317942,42.063179422000076),,,,,1,,
MB281356,MBN281356,"Bodelle's Edibles, LLC",Bodell,Marijuana Microbusiness,,300,"2,500",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,660 Riverside Dr,,Northampton,MA,1062,01062,,41 Alfred St,,Ludlow,MA,1056,,,660 Riverside Dr,,Northampton,MA,1062,,600,16,Yes,1324940,,,,,,Manufacturing,Not Cultivating,5/1/2018 0:00,-72.67287322,(-72.67287322,42.32961624,42.32961623600005),,,,,1,,
MR281346,MRN281346,"Alternative Therapies Group, Inc.",Altern,Marijuana Retailer,,300,"5,000",Not a DBE,12/19/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,"24R Pleasant St, Unit 2",,Newburyport,MA,1950,01950,,"24R Pleasant St, Unit 2",,Newburyport,MA,1950,,"Alternative Therapies Group, Inc.",49 Macy St,,Amesbury,MA,1913,,"4,175",97,Yes,462086314,,,,,,,,4/27/2018 0:00,-70.92281666,(-70.92281666199995,42.84576109,42.84576109300008),,,,,,1,
MR281314,MRN281314,"Northeast Alternatives, Inc.",Northe,Marijuana Retailer,,300,"5,000",Not a DBE,12/13/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,999 William S. Canning Boulevard,,Fall River,MA,2721,02721,,999 William S. Canning Boulevard,,Fall River,MA,2721,37,"Northeast Alternatives, Inc.",999 William S. Canning Boulevard,,Fall River,MA,2721,,"1,545",37,Yes,1251472,"Northeast Alternatives, Inc.",Fall River,,,,,,4/25/2018 0:00,-71.15697627,(-71.15697627499999,41.66549458,41.66549457800005),,,,,,1,
MR281287,MRN281287,"New England Treatment Access, LLC.",New En,Marijuana Retailer,,300,"5,000",Not a DBE,3/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,5 Forge Parkway,,Franklin,MA,2038,02038,,5 Forge Parkway,,Franklin,MA,2038,002 and 006,"New England Treatment Access, LLC.",160 Washington Street,,Brookline,MA,2445,,"10,700",96,Yes,1318218,NETA,Brookline,,,,,,4/20/2018 0:00,-71.11806044,(-71.11806043899998,42.33174708,42.33174708300004),,,,,,1,
MX281359,MXN281359,Tree Beard Inc.,Tree B,Marijuana Transporter with Other Existing ME License,,0,0,Not a DBE,,PROVISIONAL CONSIDERATION,ECONOMIC EMPOWERMENT,APPROVED,1,319A Union Street,,New Bedford,MA,2740,02740,,319A Union Street,,New Bedford,MA,2740,,,1 Nauset Street,,New Bedford,MA,2740,,"8,901",21,Yes,1271344,Tradesman Bazaar,New Bedford,,,,,,10/23/2019 0:00,-70.93706749,(-70.93706748999995,41.66207925,41.662079246000076),,,,,,1,
MC283103,MCN283103,GTE Millis LLC,GTE Mi,Marijuana Cultivator,,"2,000",0,Minority-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,120 Bergeron Way,,Stoughton,MA,2072,02072,,120 Bergeron Way,,Stoughton,MA,2072,,,1480 Main Street,,Millis,MA,2054,,0,31,Yes,1385555,,,,,,,,10/7/2020 0:00,-71.38391924,(-71.38391923699999,42.15823389,42.158233892000055),,,1,,,,
MB281332,MBN281332,"RiverRun Gardens, LLC",RiverR,Marijuana Microbusiness,,300,625,Not a DBE,9/10/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,50 Main St,Suite 200,North Reading,MA,1864,01864,,50 Main St,Suite 200,North Reading,MA,1864,,,5 Perkins Way,Unit 8,Newburyport,MA,1950,,"7,000",4,Yes,1311291,,,,,,Cultivating,Indoor,4/18/2018 0:00,-70.88348207,(-70.88348206599994,42.79593479,42.79593478600003),,,,,,1,
MX281322,MXN281322,"Berkshire Roots, Inc.",Berksh,Marijuana Transporter with Other Existing ME License,,300,"5,000",Not a DBE,2/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,501 Dalton Ave,,Pittsfield,MA,1201,01201,,501 Dalton Ave,,Pittsfield,MA,1201,19,Berkshire Roots Inc.,501 Dalton Avenue,,Pittsfield,MA,1201,,"24,800",3,Yes,1319343,,Pittsfield,,,,,,7/5/2018 0:00,-73.21229395,(-73.21229395099994,42.46557762,42.46557762000003),,,,,,1,
MB281359,MBN281359,"Hothouse Holyoke, Inc.",Hothou,Marijuana Microbusiness,,300,0,Minority-Owned Business | Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,5b Appleton St.,,Holyoke,MA,1040,01040,,15 Manor House Ct.,,Holyoke,MA,1040,,,90 Sargeant St.,,Holyoke,MA,1040,,"17,000",18,Yes,1341399,,Holyoke,,,,Both Cultivating and Manufacturing,Indoor,5/1/2018 0:00,-72.61280423,(-72.61280422699997,42.199426,42.19942600100006),,,1,,1,,
MR281252,MRN281252,Pharmacannis Massachusetts Inc.,Pharma,Marijuana Retailer,,300,"5,000",Not a DBE,11/1/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,112 Main Street,,Wareham,MA,2571,02571,,112 Main Street,PO Box 391,Wareham,MA,2571,N/A,Pharmacannis Massachusetts Inc.,112 Main Street,,Wareham,MA,2571,,"3,500",5,Yes,1317349,Veri Life,Wareham,,,,,,4/17/2018 0:00,-70.71328467,(-70.71328467299998,41.75602102,41.75602101800007),,,,,,1,
MR281282,MRN281282,Patriot Care Corp,Patrio,Marijuana Retailer,,300,"5,000",Not a DBE,1/24/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,7 Legion Avenue,,Greenfield,MA,1301,01301,,321 Billerica Road,,Chelmsford,MA,1824,36,Patriot Care Corp,7 Legion Avenue,,Greenfield,MA,1301,,"6,800",55,Yes,463348302,Patriot Care Corp,Greenfield,,,,,,4/19/2018 0:00,-72.60417154,(-72.60417153699996,42.58921141,42.58921140500007),,,,,,1,
MB281450,MBN281450,"Keystone Bluff, LLC",Keysto,Marijuana Microbusiness,,300,0,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Veteran-Owned Business",,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,241 Highway 20,,Chester,MA,1011,01011,,PO Box 1,,Chester,MA,1011,,,241 HWY 20,,Chester,MA,1011,,"2,057",21,Yes,1323031,"Keystone Bluff, LLC",Chester,,,,Both Cultivating and Manufacturing,Indoor,7/20/2018 0:00,-72.97956403,(-72.97956402899996,42.27761293,42.27761293000003),,1,,1,,,
MR281256,MRN281256,"Mayflower Medicinals, Inc.",Mayflo,Marijuana Retailer,,300,"5,000",Not a DBE,10/8/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,89 October Hill Road,,Holliston,MA,1746,01746,,89 October Hill Road,,Holliston,MA,1746,RMD425,"Mayflower Medicinals, Inc.",645 Park Avenue,,Worcester,MA,1603,,"3,000",39,No,1339252,Be,,,,,,,4/17/2018 0:00,-71.83412433,(-71.83412433199999,42.24631617,42.24631617000006),,,,,,1,
MR281308,MRN281308,JOLO CAN LLC,JOLO C,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,80 Eastern Avenue,,Chelsea,MA,2150,02150,,80 Eastern Avenue,,Chelsea,MA,2150,,,80 Eastern Avenue,,Chelsea,MA,2150,,"34,950",180,Yes,1325941,,,,,,,,4/24/2018 0:00,-71.02365288,(-71.02365288499993,42.3899511,42.389951103000044),,,,,,1,
MR281269,MRN281269,"New Dia, LLC",New Di,Marijuana Retailer,,300,"5,000",Not a DBE,1/14/2021 0:00,FINAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,118 Cambridge St,,Worcester,MA,1603,01603,,8 Zoar St,,Worcester,MA,1604,,,118 Cambridge Street,,Worcester,MA,1603,,"3,500",41,Yes,1331653,"New Dia, LLC",Worcester,,,,,,4/18/2018 0:00,-71.82636998,(-71.82636998199996,42.2432274,42.243227396000066),,,,,,1,
MC283091,MCN283091,Regenerative LLC,Regene,Marijuana Cultivator,,400,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,30 Noonan Way (formerly known as 1035 Quaker Hwy),,Uxbridge,MA,1569,01569,,679 Washington St Ste8 #177,,Attleboro,MA,2703,,,30 Noonan Way (formerly known as 1035 Quaker Hwy),,Uxbridge,MA,1569,,"53,837",7,Yes,1449557,,Attleboro,,,,,,9/29/2020 0:00,-71.59690398,(-71.59690397999998,42.0156784,42.015678397000045),,,,,,1,
MR281255,MRN281255,"Alternative Therapies Group, Inc.",Altern,Marijuana Retailer,,300,"5,000",Not a DBE,11/20/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,50 Grove St,,Salem,MA,1970,01970,,"24R Pleasant St, Unit 2",,Newburyport,MA,1950,1,"Alternative Therapies Group, Inc.",50 Grove St,,Salem,MA,1970,,"4,000",20,Yes,1324751,,,,,,,,4/17/2018 0:00,-70.91109205,(-70.91109205499998,42.52254028,42.522540280000044),,,,,,1,
MB281521,MBN281521,Grow Team Gardens LLC,Grow T,Marijuana Microbusiness,,300,"5,625",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,705 Dutton St,,Lowell,MA,1854,01854,,50 sicard ave,,dracut,MA,1826,,,705 dutton st,,Lowell,MA,1854,,"14,000",4,Yes,1359242,,,,,,Both Cultivating and Manufacturing,Indoor,12/13/2018 0:00,-71.32038701,(-71.32038700899994,42.64088508,42.640885083000065),,,,,,1,
MR281290,MRN281290,"M3 Ventures, Inc.",M3 Ven,Marijuana Retailer,,300,"5,000",Not a DBE,9/13/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,9 Collins Avenue,,Plymouth,MA,2360,02360,,9 Collins Avenue,,Plymouth,MA,2360,RMD 18 and RMD 29,"M3 Ventures, Inc.",9 Collins Avenue,,Plymouth,MA,2360,,"46,000",11,Yes,1102121,Triple M,,,,,,,4/20/2018 0:00,-70.69127882,(-70.69127882399994,41.96038728,41.960387282000056),,,,,,1,
MB281355,MBN281355,"Hidden Hemlock, LLC",Hidden,Marijuana Microbusiness,,300,"5,625",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,167 Stoney Cover Road,,Cummaquid,MA,2637,02637,,155 Federal Street,Suite 700,Boston,MA,2110,,,370 Wareham Street,,Middleborough,MA,2346,,"19,850",43,Yes,1313665,,,,,,Both Cultivating and Manufacturing,Indoor,5/1/2018 0:00,-70.86389238,(-70.86389238499999,41.85752134,41.85752133900007),,,,,,1,
MR281248,MRN281248,"Late Spring, Inc. D/B/A Gage Cannabis Company",Late S,Marijuana Retailer,,300,"5,000",Not a DBE,6/13/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,38 Littleton Rd,,Ayer,MA,1432,01432,,38 Littleton Rd,,Ayer,MA,1432,4,"Central Ave Compassionate Care, Inc.",38 Littleton Rd,,Ayer,MA,1432,,"4,111",22,Yes,1321877,Gage Cannabis Company,Ayer,,,,,,4/17/2018 0:00,-71.5659098,(-71.56590980099999,42.55185263,42.55185263400006),,,,,,1,
MR281268,MRN281268,Cultivate Holdings LLC,Cultiv,Marijuana Retailer,,300,"5,000",Not a DBE,10/4/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,1764 Main Street,,Leicester,MA,1524,01524,,PO Box 245,,Leicester,MA,1524,21,Cultivate Holdings LLC.,1764 Main Street,,Leicester,MA,1524,,"2,000",4,Yes,1307470,,Leicester,,,,,,4/18/2018 0:00,-71.94606406,(-71.94606406199995,42.25230441,42.25230441100007),,,,,,1,
MC283014,MCN283014,"Lifted Luxury, Inc",Lifted,Marijuana Cultivator,,200,"1,250",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,615 Adams Street,,Dorchester,MA,2122,02122,,100 HARTFORD AVE #3305-09,,PROVIDENCE,RI,2909,,,18 Prospect Street,10 prospect Street (Lot),Millville,MA,1529,,"6,000",37,Yes,1454935,NO DBA REGISTERED AT THIS TIME,,,,,,,8/21/2020 0:00,-71.58099488,(-71.58099487999993,42.02431983,42.024319829000035),,,,,1,,
MC283130,MCN283130,"The Harvest Club, LLC",The Ha,Marijuana Cultivator,,0,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,153 Main St,Ste 222,North Reading,MA,1864,01864,,153 Main St,Ste 222,North Reading,MA,1864,,,2 and 3 Monarch Drive,,Littleton,MA,1460,,"50,000",17,Yes,1306257,,,,,,,,10/19/2020 0:00,-71.51566873,(-71.51566873199994,42.51529892,42.51529891800004),,,,,,1,
MR281263,MRN281263,"Curaleaf Massachusetts, Inc",Curale,Marijuana Retailer,,300,"5,000",Not a DBE,9/13/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,425 Main Street,,Oxford,MA,1540,01540,,101 Accord Park Drive,Unit 201,Norwell,MA,2655,34,Curaleaf Massachusetts Inc,425 Main Street,,Oxford,MA,1540,,"3,500",22,Yes,1320247,,,,,,,,4/18/2018 0:00,-71.86461451,(-71.86461451099996,42.12845597,42.128455966000054),,,,,,1,
MB281425,MBN281425,"Hemp Holistics, LLC",Hemp H,Marijuana Microbusiness,,300,625,Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,351 Bennett Rd,,Ashby,MA,1431,01431,,351 Bennett Rd,,Ashby,MA,1431,,,351 Bennett Rd,,Ashby,MA,1431,,720,5,Yes,1349003,HEMP HOLISTICS LLC,Ashby,,,,Cultivating,Indoor,6/21/2018 0:00,-71.88107992,(-71.88107992099998,42.70749246,42.70749246400005),,,,,,1,
MX281355,MXN281355,DM Distribution LLC,DM Dis,Marijuana Transporter with Other Existing ME License,,"1,000",0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,75 North Main Street,#570,Randolph,MA,2368,02368,,75 North Main Street,#570,Randolph,MA,2368,,"New England Patient Network, LLC",207 Daniel Shays Highway,,Orange,MA,1634,,"43,000",22,Yes,1398306,Diem,Orange,,,,,,7/9/2019 0:00,-72.28950651,(-72.28950650999997,42.55432324,42.55432324100008),,,,,,1,
MR281245,MRN281245,"253 Organic, LLC",253 Or,Marijuana Retailer,,300,"5,000",Not a DBE,8/8/2019 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,253 Millers Falls Road,,Turners Fall,MA,1376,01376,,PO Box 253,,Turners Falls,MA,1376,,,253 Millers Falls Road,P.O. Box 253,Montague,MA,1376,,"3,000",16,Yes,1317748,,,,,,,,4/17/2018 0:00,-72.52730613,(-72.52730613199998,42.59028978,42.590289778000056),,,,,,1,
MR281309,MRN281309,Temescal Wellness of Massachusetts,Temesc,Marijuana Retailer,,300,"5,000",Not a DBE,12/13/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,252 Coolidge St,,Hudson,MA,1749,01749,,665 Cochituate Road,Second Floor,Framingham,MA,1701,38,Temescal Wellness of Massachusetts - Hudson,252 Coolidge Street,,Hudson,MA,1749,,"2,700",6,Yes,462527018,,,,,,,,4/24/2018 0:00,-71.60188887,(-71.60188886899994,42.39680716,42.39680716400005),,,,,,1,
MR281249,MRN281249,"Resinate, Inc.",Resina,Marijuana Retailer,,300,"10,000",Not a DBE,6/4/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,120 Gilboa Street,,Douglas,MA,1516,01516,,120 Gilboa Street,,Douglas,MA,1516,PCR Only,"Resinate, Inc.",1191 Millbury Street,,Worcester,MA,1607,,"9,200",25,Yes,1323894,,Douglas,,,,,,4/17/2018 0:00,-71.78356084,(-71.78356083699998,42.22118337,42.22118336800003),,,,,,1,
MC283095,MCN283095,Belle Fleur Holdings LLC,Belle ,Marijuana Cultivator,,"2,000","50,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,138 Otis Stage Road,,Blandford,MA,1008,01008,,"51 Lincoln Street, Apt. 2",,Hyde Park,MA,2136,,,138 Otis Stage Road,,Blandford,MA,1008,,"20,000",17,Yes,1387788,,,,,,,,9/30/2020 0:00,-72.94414149,(-72.94414148699997,42.17831258,42.17831258000007),,,1,,,,
MC283253,MCN283253,"Coastal Infusions, LLC",Coasta,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,10 Fanaras Dr,,Salisbury,MA,1952,01952,,"24R Pleasant St, Unit 2",,Newburyport,MA,1950,,,10 Fanaras Drive,,Salisbury,MA,1952,,"30,000",9,Yes,1466870,,,,,,,,12/21/2020 0:00,-70.88766715,(-70.88766715099997,42.85684251,42.85684251400005),,,,,,1,
MB281346,MBN281346,Magic Dragon LLC,Magic ,Marijuana Microbusiness,,300,"5,625",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,61 Fremont St,,Worcester,MA,1603,01603,,5 Fan Pier Blvd,Unit 1001,Boston,MA,2210,,,61 Fremont St,,Worcester,MA,1603,,"5,000",23,Yes,1325292,,,,,,Both Cultivating and Manufacturing,Indoor,4/28/2018 0:00,-71.82949006,(-71.82949006199993,42.24159255,42.24159254800003),,,,,,1,
MR281352,MRN281352,Pure Oasis LLC,Pure O,Marijuana Retailer,,300,"5,000",Not a DBE,2/6/2020 0:00,FINAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,430 Blue Hill Ave,,Boston,MA,2121,02121,,398 Columbus Ave,Suite 148,Boston,MA,2116,,,430 Blue Hill Ave,,Boston,MA,2121,,"3,000",3,Yes,1320739,Pure Oasis LLC,Boston,,,,,,4/30/2018 0:00,-71.08220106,(-71.08220106499994,42.30968835,42.30968834500004),,,,,,1,
MX281310,MXN281310,"SIRA NATURALS, INC.",SIRA N,Marijuana Transporter with Other Existing ME License,,300,"5,000",Not a DBE,11/1/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,1801,01801,,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,1801,10,"SIRA NATURALS, INC.",13 COMMERCIAL WAY,,Milford,MA,1757,,"30,000",4,Yes,1312028,,,,,,,,4/18/2018 0:00,-71.48845146,(-71.48845145999996,42.13984345,42.13984345200004),,,,,,1,
MC283117,MCN283117,Greenfield Greenery LLC,Greenf,Marijuana Cultivator,,"1,500","25,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,120 Fulton Street,,Boston,MA,2109,02109,,120 Fulton Street,,Boston,MA,2109,,,493 Leyden Road,,Greenfield,MA,1302,,"100,000",1,No,1462779,,,,,,,,10/15/2020 0:00,-72.6060428,(-72.60604279699999,42.6324668,42.63246680300006),,,,,,1,
MT281393,MTN281393,"Atlas Marketplace & Delivery, LLC d/b/a Plymouth Armor Group",Atlas ,Third Party Marijuana Transporter,,300,"5,000",Not a DBE,11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,14 Apollo 11 Road,Unit 2,Plymouth,MA,2360,02360,,14 Apollo 11 Road Unit 2,,Plymouth,MA,2360,,,14 Apollo 11 Road,Unit 2,Plymouth,MA,2360,,"1,500",10,Yes,1314514,Plymouth Armor Group,Plymouth,,,,,,10/12/2018 0:00,-70.69135803,(-70.69135803299997,41.95887728,41.95887728200006),,,,,,1,
MR281240,MRN281240,"New England Treatment Access, LLC.",New En,Marijuana Retailer,,300,"5,000",Not a DBE,10/4/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,5 Forge Parkway,,Franklin,MA,2038,02038,,5 Forge Parkway,,Franklin,MA,2038,002 and 006,"New England Treatment Access, LLC.",118 Conz Street,,Northampton,MA,1060,,"6,600",39,Yes,1318218,NETA,Northampton,,,,,,4/17/2018 0:00,-72.6253739,(-72.62537389699997,42.31261241,42.312612414000064),,,,,,1,
MB281675,MBN281675,"Root 2 Naturals, LLC",Root 2,Marijuana Microbusiness,,"1,000","5,625",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,201 Daniel Shays Highway,,Athol,MA,1331,01331,,PO Box 80420,,STONEHAM,MA,2180,,,201 Daniel Shays Highway,,Athol,MA,1331,,"3,500",3,Yes,1390014,,,,,,Both Cultivating and Manufacturing,Indoor,9/17/2019 0:00,-72.26042063,(-72.26042063499995,42.57748982,42.577489816000025),,,,,,1,
MR281284,MRN281284,Patriot Care Corp,Patrio,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,21 Milk Street,,Boston,MA,2116,02116,,321 Billerica Road,,Chelmsford,MA,1824,265,Patriot Care Corp,21 Milk Street,,Boston,MA,2109,,"6,200",307,Yes,463348302,Patriot Care Corp,Boston,,,,,,4/19/2018 0:00,-71.05827115,(-71.05827115099999,42.35664733,42.356647329000054),,,,,,1,
MR281259,MRN281259,"Mission MA, Inc.",Missio,Marijuana Retailer,,300,"5,000",Not a DBE,8/6/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,640 Lincoln St.,Suite 200,Worcester,MA,1605,01605,,640 Lincoln St.,Suite 200,Worcester,MA,1605,,"Mission MA, Inc",640 Lincoln Street,Suite 200,Worcester,MA,1605,,"18,000",28,Yes,1323176,,Worcester,,,,,,4/17/2018 0:00,-71.76489635,(-71.76489634999996,42.29915066,42.29915065800003),,,,,,1,
MR281246,MRN281246,"Apical, Inc.",Apical,Marijuana Retailer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,102 Northampton Street,,Easthampton,MA,1027,01027,,102 Northampton Street,,Easthampton,MA,1027,,"APICAL, INC.",102 Northampton Street,,Easthampton,MA,1027,,"2,500",5,Yes,1287976,,,,,,,,4/17/2018 0:00,-72.67245303,(-72.67245303499993,42.27886712,42.278867123000055),,,1,,,,
